#networkId	VNFNb	maxLinkCapacity	totalMakespan	ExecutionTime	Diversify	DiversificationConfNb
0	5	500	207	3.5740599E7	true	3	
1	10	500	279	1.28084886E8	true	3	
2	15	500	82	1.8672527E7	true	3	
3	20	500	82	1.9009636E7	true	3	
4	8	500	234	4.5654709E7	true	3	
4	8	500	186	9.762085E7	true	3	
5	8	600	275	1.9325746E8	true	3	
6	8	700	208	4.2370873E7	true	3	
7	8	800	198	2.3288857E7	true	3	
