
0	0	30	1000	25	20	58364.0	24.0	96.0	
0	1	30	1000	25	20	19767.0	19.0	76.0	
0	2	30	1000	25	20	36473.0	16.0	64.0	
0	3	30	1000	25	20	21637.0	19.0	76.0	
0	4	30	1000	25	20	34216.0	25.0	100.0	
0	0	30	1000	25	20	117874.0	24.0	96.0	
0	1	30	1000	25	20	40033.0	19.0	76.0	
0	2	30	1000	25	20	73169.0	16.0	64.0	
0	3	30	1000	25	20	43728.0	19.0	76.0	
0	4	30	1000	25	20	34494.0	25.0	100.0	
0	0	30	1000	25	20	236562.0	24.0	96.0	
0	1	30	1000	25	20	80471.0	19.0	76.0	
0	2	30	1000	25	20	145718.0	16.0	64.0	
0	3	30	1000	25	20	87013.0	19.0	76.0	
0	4	30	1000	25	20	34478.0	25.0	100.0	
0	0	30	1000	25	20	462103.0	24.0	96.0	
0	1	30	1000	25	20	156289.0	19.0	76.0	
0	2	30	1000	25	20	288972.0	16.0	64.0	
0	3	30	1000	25	20	173926.0	19.0	76.0	
0	4	30	1000	25	20	34556.0	25.0	100.0	
0	0	30	1000	25	20	792738.0	25.0	100.0	
0	1	30	1000	25	20	311788.0	19.0	76.0	
0	2	30	1000	25	20	577704.0	17.0	68.0	
0	3	30	1000	25	20	343736.0	19.0	76.0	
0	4	30	1000	25	20	34235.0	25.0	100.0	
0	0	30	1000	25	20	804452.0	25.0	100.0	
0	1	30	1000	25	20	479379.0	20.0	80.0	
0	2	30	1000	25	20	883110.0	17.0	68.0	
0	3	30	1000	25	20	525314.0	19.0	76.0	
0	4	30	1000	25	20	34742.0	25.0	100.0	
0	0	30	1000	25	20	792373.0	25.0	100.0	
0	1	30	1000	25	20	634016.0	20.0	80.0	
0	2	30	1000	25	20	1098574.0	17.0	68.0	
0	3	30	1000	25	20	651338.0	19.0	76.0	
0	4	30	1000	25	20	32615.0	25.0	100.0	
0	0	30	1000	25	20	799134.0	25.0	100.0	
0	1	30	1000	25	20	776982.0	20.0	80.0	
0	2	30	1000	25	20	1439467.0	17.0	68.0	
0	3	30	1000	25	20	856709.0	19.0	76.0	
0	4	30	1000	25	20	33984.0	25.0	100.0	
